Longitude,Latitude,Altitude
11.14587128162384,47.625668150509924,627.0
11.158965826034546,47.605276771053056,627.0
11.158965826034546,47.6188710240243,628.0
11.14587128162384,47.61207389753868,628.0
11.158965826034546,47.59847964456743,628.0
11.132776737213135,47.63926240348117,629.0
11.172060370445251,47.605276771053056,629.0
11.132776737213135,47.64605952996679,630.0
11.158965826034546,47.61207389753868,630.0
11.172060370445251,47.59847964456743,630.0
11.172060370445251,47.59168251808181,637.0
11.14587128162384,47.6188710240243,638.0
11.14587128162384,47.605276771053056,638.0
11.158965826034546,47.59168251808181,640.0
11.172060370445251,47.58488539159619,648.0
11.11968219280243,47.652856656452414,651.0
11.14587128162384,47.56449401213932,653.0
11.132776737213135,47.550899759168075,656.0
11.11968219280243,47.64605952996679,657.0
11.14587128162384,47.59847964456743,661.0
11.132776737213135,47.56449401213932,662.0
11.11968219280243,47.54410263268245,664.0
11.11968219280243,47.53730550619683,669.0
11.106587648391724,47.53050837971121,672.0
11.106587648391724,47.523711253225585,679.0
11.106587648391724,47.51691412673996,682.0
11.132776737213135,47.632465276995546,683.0
11.106587648391724,47.65965378293804,684.0
11.093493103981018,47.51011700025434,686.0
11.106587648391724,47.652856656452414,691.0
11.14587128162384,47.632465276995546,702.0
11.080398559570312,47.496522747283095,704.0
11.14587128162384,47.58488539159619,708.0
11.11968219280243,47.5576968856537,708.0
11.106587648391724,47.53730550619683,712.0
11.067304015159607,47.48972562079747,713.0
11.093493103981018,47.51691412673996,714.0
11.132776737213135,47.5576968856537,730.0
11.054209470748901,47.48292849431185,730.0
11.093493103981018,47.65965378293804,732.0
11.14587128162384,47.59168251808181,736.0
11.080398559570312,47.50331987376872,742.0
11.11968219280243,47.63926240348117,745.0
11.132776737213135,47.625668150509924,746.0
11.02802038192749,47.48292849431185,759.0
11.14587128162384,47.578088265110566,760.0
11.106587648391724,47.64605952996679,771.0
11.093493103981018,47.523711253225585,772.0
11.080398559570312,47.65965378293804,789.0
10.988736748695374,47.65965378293804,793.0
11.014925837516785,47.48292849431185,795.0
10.687562227249146,47.5576968856537,800.0
10.726845860481262,47.5576968856537,801.0
10.857791304588318,47.652856656452414,808.0
11.093493103981018,47.652856656452414,812.0
10.753034949302673,47.56449401213932,812.0
11.067304015159607,47.496522747283095,812.0
10.726845860481262,47.56449401213932,814.0
10.726845860481262,47.550899759168075,816.0
11.054209470748901,47.48972562079747,817.0
10.857791304588318,47.64605952996679,820.0
10.67446768283844,47.54410263268245,820.0
11.001831293106079,47.64605952996679,822.0
