Longitude,Latitude,Altitude
11.812551498413086,47.398783691710214,520.0
11.838197708129883,47.398783691710214,521.0
11.825374603271484,47.398783691710214,522.0
11.838197708129883,47.39015558865183,522.0
11.838197708129883,47.381527485593445,525.0
11.761259078979492,47.381527485593445,526.0
11.851020812988281,47.37289938253506,526.0
11.825374603271484,47.4074117947686,528.0
11.851020812988281,47.364271279476675,528.0
11.77408218383789,47.381527485593445,529.0
11.735612869262695,47.364271279476675,530.0
11.722789764404297,47.35564317641829,532.0
11.86384391784668,47.35564317641829,532.0
11.709966659545898,47.35564317641829,533.0
11.825374603271484,47.39015558865183,534.0
11.748435974121094,47.37289938253506,536.0
11.86384391784668,47.338386970301514,537.0
11.799728393554688,47.39015558865183,538.0
11.851020812988281,47.35564317641829,538.0
11.851020812988281,47.3470150733599,538.0
11.86384391784668,47.31250266112636,538.0
11.86384391784668,47.32975886724313,539.0
11.86384391784668,47.321130764184744,541.0
11.645851135253906,47.31250266112636,541.0
11.86384391784668,47.3470150733599,543.0
11.671497344970703,47.321130764184744,543.0
11.62020492553711,47.303874558067974,544.0
11.633028030395508,47.303874558067974,546.0
11.607381820678711,47.29524645500959,547.0
11.658674240112305,47.31250266112636,548.0
11.568912506103516,47.29524645500959,550.0
11.556089401245117,47.286618351951205,550.0
11.876667022705078,47.286618351951205,551.0
11.581735610961914,47.29524645500959,552.0
11.709966659545898,47.3470150733599,553.0
11.594558715820312,47.29524645500959,557.0
11.53044319152832,47.27799024889282,557.0
11.568912506103516,47.286618351951205,561.0
11.645851135253906,47.303874558067974,562.0
11.86384391784668,47.303874558067974,565.0
11.440681457519531,47.269362145834435,565.0
11.543266296386719,47.27799024889282,566.0
11.427858352661133,47.269362145834435,567.0
11.851020812988281,47.321130764184744,571.0
11.415035247802734,47.269362145834435,575.0
11.427858352661133,47.26073404277605,575.0
11.799728393554688,47.4074117947686,576.0
11.684320449829102,47.321130764184744,576.0
11.440681457519531,47.26073404277605,576.0
11.851020812988281,47.338386970301514,582.0
11.415035247802734,47.26073404277605,583.0
11.812551498413086,47.4074117947686,588.0
11.851020812988281,47.32975886724313,588.0
11.86384391784668,47.21759352748412,596.0
11.62020492553711,47.29524645500959,600.0
11.786905288696289,47.381527485593445,601.0
11.86384391784668,47.20033732136735,602.0
11.709966659545898,47.338386970301514,603.0
11.86384391784668,47.191709218308965,603.0
11.86384391784668,47.18308111525058,603.0
11.735612869262695,47.35564317641829,607.0
11.889490127563477,47.26073404277605,610.0
11.594558715820312,47.286618351951205,613.0
11.86384391784668,47.29524645500959,621.0
11.876667022705078,47.234849733600896,621.0
11.479150772094727,47.269362145834435,625.0
11.838197708129883,47.37289938253506,629.0
11.491973876953125,47.269362145834435,629.0
11.86384391784668,47.208965424425735,639.0
11.633028030395508,47.29524645500959,644.0
11.838197708129883,47.157196806075426,645.0
11.86384391784668,47.226221630542504,646.0
11.722789764404297,47.3470150733599,648.0
11.889490127563477,47.269362145834435,657.0
11.556089401245117,47.27799024889282,658.0
11.581735610961914,47.286618351951205,662.0
11.786905288696289,47.4074117947686,664.0
11.658674240112305,47.303874558067974,669.0
11.761259078979492,47.37289938253506,676.0
11.415035247802734,47.252105939717666,677.0
11.45350456237793,47.26073404277605,684.0
11.466327667236328,47.26073404277605,684.0
11.838197708129883,47.3470150733599,693.0
11.838197708129883,47.338386970301514,695.0
11.748435974121094,47.364271279476675,702.0
11.645851135253906,47.29524645500959,707.0
11.876667022705078,47.27799024889282,712.0
11.427858352661133,47.252105939717666,722.0
11.671497344970703,47.31250266112636,726.0
11.440681457519531,47.252105939717666,729.0
11.838197708129883,47.32975886724313,738.0
11.838197708129883,47.35564317641829,741.0
11.838197708129883,47.321130764184744,741.0
11.568912506103516,47.27799024889282,748.0
11.517620086669922,47.269362145834435,757.0
11.889490127563477,47.24347783665928,758.0
11.402212142944336,47.24347783665928,762.0
11.812551498413086,47.39015558865183,773.0
11.45350456237793,47.252105939717666,779.0
11.402212142944336,47.20033732136735,781.0
11.53044319152832,47.269362145834435,789.0
11.684320449829102,47.31250266112636,792.0
11.77408218383789,47.4074117947686,798.0
11.491973876953125,47.26073404277605,801.0
11.415035247802734,47.191709218308965,804.0
11.761259078979492,47.364271279476675,806.0
11.851020812988281,47.29524645500959,806.0
11.851020812988281,47.191709218308965,806.0
11.594558715820312,47.27799024889282,808.0
11.761259078979492,47.4074117947686,811.0
11.709966659545898,47.32975886724313,815.0
11.6971435546875,47.31250266112636,818.0
11.504796981811523,47.269362145834435,818.0
11.799728393554688,47.381527485593445,819.0
11.6971435546875,47.321130764184744,819.0
11.402212142944336,47.21759352748412,821.0
11.402212142944336,47.234849733600896,822.0
11.645851135253906,47.286618351951205,825.0
11.427858352661133,47.24347783665928,828.0
11.479150772094727,47.26073404277605,829.0
11.607381820678711,47.286618351951205,830.0
11.543266296386719,47.269362145834435,830.0
11.838197708129883,47.364271279476675,833.0
11.851020812988281,47.31250266112636,839.0
11.658674240112305,47.286618351951205,842.0
11.466327667236328,47.252105939717666,842.0
11.658674240112305,47.29524645500959,843.0
11.889490127563477,47.252105939717666,845.0
11.440681457519531,47.24347783665928,849.0
11.517620086669922,47.26073404277605,851.0
11.86384391784668,47.286618351951205,856.0
11.402212142944336,47.208965424425735,857.0
11.722789764404297,47.338386970301514,867.0
11.415035247802734,47.234849733600896,868.0
11.402212142944336,47.226221630542504,869.0
11.671497344970703,47.303874558067974,873.0
11.45350456237793,47.24347783665928,885.0
11.479150772094727,47.252105939717666,889.0
11.825374603271484,47.381527485593445,892.0
11.504796981811523,47.252105939717666,895.0
11.825374603271484,47.157196806075426,895.0
11.77408218383789,47.37289938253506,897.0
11.440681457519531,47.16582490913381,900.0
11.427858352661133,47.234849733600896,901.0
11.735612869262695,47.3470150733599,903.0
11.876667022705078,47.269362145834435,907.0
11.786905288696289,47.37289938253506,909.0
11.748435974121094,47.35564317641829,909.0
11.53044319152832,47.26073404277605,909.0
11.491973876953125,47.252105939717666,910.0
11.504796981811523,47.26073404277605,911.0
11.415035247802734,47.24347783665928,912.0
11.466327667236328,47.24347783665928,918.0
11.440681457519531,47.234849733600896,918.0
11.851020812988281,47.303874558067974,920.0
11.517620086669922,47.252105939717666,929.0
11.684320449829102,47.303874558067974,931.0
11.709966659545898,47.303874558067974,931.0
11.581735610961914,47.27799024889282,932.0
11.851020812988281,47.20033732136735,933.0
11.568912506103516,47.269362145834435,939.0
11.748435974121094,47.4074117947686,957.0
11.735612869262695,47.338386970301514,958.0
11.6971435546875,47.303874558067974,966.0
11.415035247802734,47.226221630542504,966.0
11.722789764404297,47.303874558067974,974.0
11.45350456237793,47.14856870301704,975.0
11.556089401245117,47.269362145834435,976.0
11.62020492553711,47.286618351951205,977.0
11.45350456237793,47.234849733600896,978.0
11.427858352661133,47.226221630542504,979.0
11.77408218383789,47.364271279476675,980.0
11.607381820678711,47.269362145834435,980.0
11.671497344970703,47.27799024889282,986.0
11.45350456237793,47.13131249690027,986.0
11.415035247802734,47.20033732136735,987.0
11.45350456237793,47.139940599958656,989.0
11.45350456237793,47.12268439384189,992.0
11.479150772094727,47.24347783665928,994.0
11.543266296386719,47.26073404277605,997.0
11.658674240112305,47.27799024889282,1001.0
11.45350456237793,47.114056290783495,1005.0
11.876667022705078,47.26073404277605,1007.0
11.415035247802734,47.208965424425735,1008.0
11.825374603271484,47.37289938253506,1010.0
11.709966659545898,47.321130764184744,1019.0
11.86384391784668,47.234849733600896,1026.0
11.838197708129883,47.29524645500959,1028.0
11.427858352661133,47.18308111525058,1029.0
11.851020812988281,47.21759352748412,1030.0
11.491973876953125,47.24347783665928,1033.0
11.671497344970703,47.29524645500959,1035.0
11.633028030395508,47.286618351951205,1035.0
11.825374603271484,47.32975886724313,1036.0
11.466327667236328,47.096800084666725,1036.0
11.415035247802734,47.21759352748412,1039.0
11.876667022705078,47.24347783665928,1041.0
11.427858352661133,47.191709218308965,1049.0
11.709966659545898,47.31250266112636,1052.0
11.851020812988281,47.226221630542504,1052.0
11.825374603271484,47.338386970301514,1056.0
11.45350456237793,47.157196806075426,1058.0
11.53044319152832,47.252105939717666,1061.0
11.838197708129883,47.191709218308965,1069.0
11.479150772094727,47.079543878549956,1069.0
11.607381820678711,47.27799024889282,1071.0
11.440681457519531,47.174453012192195,1071.0
11.671497344970703,47.269362145834435,1072.0
11.594558715820312,47.269362145834435,1073.0
11.812551498413086,47.31250266112636,1075.0
11.86384391784668,47.27799024889282,1080.0
11.851020812988281,47.208965424425735,1087.0
11.825374603271484,47.321130764184744,1089.0
11.440681457519531,47.226221630542504,1089.0
11.825374603271484,47.35564317641829,1103.0
11.825374603271484,47.3470150733599,1103.0
11.466327667236328,47.234849733600896,1104.0
11.735612869262695,47.4074117947686,1107.0
11.645851135253906,47.27799024889282,1110.0
11.607381820678711,47.26073404277605,1114.0
11.761259078979492,47.35564317641829,1115.0
11.838197708129883,47.31250266112636,1117.0
11.825374603271484,47.31250266112636,1123.0
11.427858352661133,47.21759352748412,1128.0
11.709966659545898,47.29524645500959,1131.0
11.466327667236328,47.10542818772511,1133.0
11.812551498413086,47.381527485593445,1136.0
11.568912506103516,47.26073404277605,1140.0
11.838197708129883,47.16582490913381,1141.0
11.671497344970703,47.286618351951205,1142.0
11.466327667236328,47.114056290783495,1143.0
11.722789764404297,47.31250266112636,1146.0
11.45350456237793,47.16582490913381,1147.0
11.735612869262695,47.303874558067974,1158.0
11.851020812988281,47.286618351951205,1161.0
11.504796981811523,47.24347783665928,1163.0
11.440681457519531,47.18308111525058,1173.0
11.504796981811523,47.12268439384189,1173.0
11.568912506103516,47.4074117947686,1175.0
11.556089401245117,47.26073404277605,1178.0
11.466327667236328,47.139940599958656,1180.0
11.427858352661133,47.20033732136735,1186.0
11.684320449829102,47.29524645500959,1191.0
11.6971435546875,47.29524645500959,1195.0
11.6971435546875,47.26073404277605,1195.0
11.684320449829102,47.269362145834435,1202.0
11.799728393554688,47.303874558067974,1211.0
11.786905288696289,47.364271279476675,1212.0
