Longitude,Latitude,Altitude
10.734468564391136,47.218126991985294,717.0
10.753631472587585,47.218126991985294,719.0
10.676979839801788,47.209015704877636,773.0
10.600328207015991,47.172570556447006,781.0
10.753631472587585,47.254572140415924,792.0
10.63865402340889,47.19079313066232,804.0
10.581165298819542,47.16345926933935,807.0
10.734468564391136,47.22723827909295,815.0
10.523676574230194,47.136125408016376,825.0
10.734468564391136,47.23634956620061,838.0
10.830283105373383,47.31835115016952,849.0
10.715305656194687,47.218126991985294,851.0
10.657816931605339,47.445909169676725,876.0
10.562002390623093,47.145236695124034,901.0
10.772794380784035,47.27279471463124,905.0
10.734468564391136,47.245460853308266,905.0
10.600328207015991,47.42768659546141,907.0
10.61949111521244,47.42768659546141,908.0
10.753631472587585,47.26368342752358,921.0
10.581165298819542,47.409464021246094,929.0
10.485350757837296,47.11790283380106,945.0
10.676979839801788,47.45502045678438,949.0
10.562002390623093,47.38213015992312,949.0
10.696142747998238,47.46413174389204,951.0
10.657816931605339,47.43679788256907,952.0
10.830283105373383,47.300128575954204,960.0
10.542839482426643,47.34568501149249,964.0
10.811120197176933,47.336573724384834,964.0
10.542839482426643,47.145236695124034,966.0
10.676979839801788,47.445909169676725,967.0
10.542839482426643,47.336573724384834,977.0
10.88777182996273,47.40035273413844,978.0
10.811120197176933,47.32746243727718,980.0
10.753631472587585,47.27279471463124,986.0
10.504513666033745,47.136125408016376,1003.0
10.485350757837296,47.300128575954204,1007.0
10.734468564391136,47.254572140415924,1008.0
10.523676574230194,47.145236695124034,1015.0
10.88777182996273,47.39124144703078,1020.0
10.447024941444397,47.29101728884655,1029.0
10.696142747998238,47.445909169676725,1042.0
10.427862033247948,47.281906001738896,1042.0
10.753631472587585,47.43679788256907,1052.0
10.715305656194687,47.22723827909295,1053.0
10.408699125051498,47.27279471463124,1054.0
10.581165298819542,47.40035273413844,1061.0
10.466187849640846,47.29101728884655,1063.0
10.38953621685505,47.26368342752358,1066.0
10.696142747998238,47.45502045678438,1069.0
10.466187849640846,47.300128575954204,1070.0
10.600328207015991,47.41857530835375,1071.0
10.676979839801788,47.43679788256907,1072.0
10.715305656194687,47.46413174389204,1074.0
10.772794380784035,47.281906001738896,1077.0
10.734468564391136,47.26368342752358,1078.0
10.868608921766281,47.373018872815464,1081.0
10.734468564391136,47.445909169676725,1083.0
10.791957288980484,47.281906001738896,1084.0
10.791957288980484,47.41857530835375,1085.0
10.562002390623093,47.373018872815464,1090.0
10.312884584069252,47.245460853308266,1102.0
10.830283105373383,47.35479629860015,1103.0
10.657816931605339,47.42768659546141,1106.0
10.562002390623093,47.15434798223169,1109.0
10.849446013569832,47.36390758570781,1110.0
10.293721675872803,47.245460853308266,1110.0
10.715305656194687,47.23634956620061,1111.0
10.466187849640846,47.12701412090872,1114.0
10.63865402340889,47.42768659546141,1116.0
10.696142747998238,47.218126991985294,1117.0
10.715305656194687,47.45502045678438,1120.0
10.61949111521244,47.19079313066232,1121.0
10.504513666033745,47.145236695124034,1121.0
10.772794380784035,47.42768659546141,1123.0
10.504513666033745,47.300128575954204,1127.0
10.581165298819542,47.39124144703078,1144.0
10.657816931605339,47.409464021246094,1145.0
10.504513666033745,47.30923986306186,1149.0
10.753631472587585,47.281906001738896,1149.0
10.408699125051498,47.26368342752358,1153.0
10.868608921766281,47.40035273413844,1155.0
10.676979839801788,47.41857530835375,1159.0
10.504513666033745,47.29101728884655,1162.0
10.3703733086586,47.254572140415924,1169.0
10.542839482426643,47.31835115016952,1170.0
10.274558767676353,47.245460853308266,1187.0
10.715305656194687,47.39124144703078,1190.0
10.715305656194687,47.245460853308266,1190.0
10.830283105373383,47.30923986306186,1195.0
10.88777182996273,47.38213015992312,1201.0
10.715305656194687,47.40035273413844,1209.0
10.61949111521244,47.373018872815464,1210.0
10.523676574230194,47.31835115016952,1212.0
10.562002390623093,47.30923986306186,1220.0
10.696142747998238,47.41857530835375,1221.0
10.600328207015991,47.373018872815464,1221.0
10.734468564391136,47.27279471463124,1223.0
10.312884584069252,47.145236695124034,1223.0
10.63865402340889,47.19990441776998,1229.0
10.811120197176933,47.34568501149249,1230.0
10.3703733086586,47.15434798223169,1238.0
10.657816931605339,47.35479629860015,1242.0
10.408699125051498,47.254572140415924,1242.0
10.38953621685505,47.15434798223169,1243.0
10.715305656194687,47.254572140415924,1247.0
10.236232951283455,47.245460853308266,1247.0
10.255395859479904,47.245460853308266,1248.0
10.35121040046215,47.254572140415924,1254.0
10.830283105373383,47.36390758570781,1260.0
10.466187849640846,47.281906001738896,1260.0
10.63865402340889,47.35479629860015,1261.0
10.696142747998238,47.409464021246094,1266.0
10.715305656194687,47.38213015992312,1267.0
10.581165298819542,47.30923986306186,1267.0
10.657816931605339,47.40035273413844,1268.0
10.581165298819542,47.38213015992312,1277.0
10.791957288980484,47.32746243727718,1285.0
10.274558767676353,47.136125408016376,1290.0
10.542839482426643,47.15434798223169,1292.0
10.811120197176933,47.29101728884655,1295.0
10.753631472587585,47.409464021246094,1298.0
10.791957288980484,47.40035273413844,1298.0
10.657816931605339,47.22723827909295,1301.0
10.427862033247948,47.27279471463124,1303.0
10.849446013569832,47.409464021246094,1308.0
10.427862033247948,47.136125408016376,1309.0
10.600328207015991,47.300128575954204,1311.0
10.657816931605339,47.34568501149249,1312.0
10.581165298819542,47.373018872815464,1315.0
10.811120197176933,47.31835115016952,1315.0
10.293721675872803,47.218126991985294,1318.0
10.734468564391136,47.409464021246094,1321.0
10.293721675872803,47.22723827909295,1324.0
10.255395859479904,47.23634956620061,1330.0
10.657816931605339,47.209015704877636,1331.0
10.734468564391136,47.36390758570781,1333.0
10.447024941444397,47.23634956620061,1336.0
